date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2023-04-24,165.33,165.6,163.89,165.0,41949581,163.482072544004,163.749054698404,162.05816772054,163.15576102196,41949581,0.0,1.0
2023-04-25,163.77,166.305,163.73,165.19,48714063,161.939508985251,164.446174768225,161.899956073488,163.343637352834,48714063,0.0,1.0
2023-04-26,163.76,165.28,162.8,163.055,44105745,161.92962075731,163.432631404301,160.980350875001,161.232500687489,44105745,0.0,1.0
2023-04-27,168.41,168.56,165.19,165.19,64902329,166.527646749747,166.675970168858,163.343637352834,163.343637352834,64902329,0.0,1.0
2023-04-28,169.68,169.85,167.8801,168.49,55275851,167.78345169822,167.951551573212,166.003669551168,166.606752573273,55275851,0.0,1.0
2023-05-01,169.59,170.45,168.64,169.28,52472936,167.694457646753,168.544845249655,166.755075992384,167.387922580591,52472936,0.0,1.0
2023-05-02,168.54,170.35,167.54,170.09,48425696,166.656193712977,168.445962970248,165.667370918904,168.188869043789,48425696,0.0,1.0
2023-05-03,167.45,170.92,167.16,169.5,65136018,165.578376867438,169.009591962869,165.291618257157,167.605463595286,65136018,0.0,1.0
2023-05-04,165.79,167.04,164.31,164.89,81235427,163.936931029278,165.172959521868,162.47347329405,163.046990514612,81235427,0.0,1.0
2023-05-05,173.57,174.3,170.76,170.975,113453171,171.629972367162,172.351813006834,168.851380315818,169.063977216543,113453171,0.0,1.0
2023-05-08,173.5,173.85,172.11,172.48,55962793,171.560754771576,171.906842749502,170.186291087816,170.552155521622,55962793,0.0,1.0
2023-05-09,171.77,173.54,171.6,173.05,45326874,169.850091337831,171.600307683339,169.681991462839,171.115784514244,45326874,0.0,1.0
2023-05-10,173.555,174.03,171.9,173.02,53724501,171.61514002525,172.084830852435,169.97863830106,171.086119830422,53724501,0.0,1.0
2023-05-11,173.75,174.59,172.17,173.85,49514676,171.807960470095,172.638571617115,170.24562045546,171.906842749502,49514676,0.0,1.0
2023-05-12,172.57,174.06,171.0,173.62,45533138,170.878467043666,172.353862047984,169.323856200191,171.918174932615,45533138,0.24,1.0
2023-05-15,172.07,173.21,171.47,173.16,37266659,170.383368048929,171.51219375693,169.789249255244,171.462683857457,37266659,0.0,1.0
2023-05-16,172.07,173.1383,171.7991,171.99,42110293,170.383368048929,171.441196561085,170.11512341358,170.304152209771,42110293,0.0,1.0
2023-05-17,172.69,172.925,170.4201,171.71,57951604,170.997290802403,171.22998732993,168.749640386095,170.026896772718,57951604,0.0,1.0
2023-05-18,175.05,175.24,172.58,173.0,65496657,173.334158057564,173.522295675564,170.888369023561,171.304252179141,65496657,0.0,1.0
2023-05-19,175.16,176.39,174.94,176.39,55809475,173.443079836406,174.66102336346,173.225236278722,174.66102336346,55809475,0.0,1.0
2023-05-22,174.2,174.71,173.45,173.98,43570932,172.49248976651,172.997490741142,171.749841274404,172.274646208826,43570932,0.0,1.0
2023-05-23,171.56,173.3794,171.275,173.13,50747263,169.878367074297,171.679933296347,169.596160647297,171.432977917772,50747263,0.0,1.0
2023-05-24,171.84,172.4183,170.52,171.09,45143488,170.15562251135,170.728254008663,168.848561165243,169.412974019244,45143488,0.0,1.0
2023-05-25,172.99,173.895,171.69,172.41,56058258,171.294350199246,172.190479379721,170.007092812929,170.72003536535,56058258,0.0,1.0
2023-05-26,175.43,175.77,173.11,173.32,54834975,173.710433293564,174.047100609986,171.413173957983,171.621115535773,54834975,0.0,1.0
2023-05-30,177.3,178.99,176.57,176.96,55964401,175.562103533882,177.235538136095,174.839259001566,175.225436217461,55964401,0.0,1.0
2023-05-31,177.25,179.35,176.76,177.325,99313268,175.512593634408,177.592009412306,175.027396619566,175.586858483619,99313268,0.0,1.0
2023-06-01,180.09,180.12,176.9306,177.7,68901809,178.324755924517,178.354461864201,175.19632439657,175.958182729672,68901809,0.0,1.0
2023-06-02,180.95,181.78,179.26,181.03,61996913,179.176326195465,179.998190526729,177.502891593253,179.255542034623,61996913,0.0,1.0
2023-06-05,179.58,184.951,178.035,182.63,121946497,177.819754949885,183.138108351354,176.289899056146,180.839858817783,121946497,0.0,1.0
2023-06-06,179.21,180.12,177.43,179.965,64848374,177.453381693779,178.354461864201,175.690829272514,178.200981175833,64848374,0.0,1.0
2023-06-07,177.82,181.21,177.32,178.44,61944615,176.077006488409,179.433777672729,175.581907493672,176.690929241884,61944615,0.0,1.0
2023-06-08,180.57,180.84,177.46,177.895,50214881,178.800050959465,179.067404416623,175.720535212198,176.15127133762,50214881,0.0,1.0
2023-06-09,180.96,182.23,180.63,181.5,48899973,179.18622817536,180.443779621993,178.859462838833,179.720935089676,48899973,0.0,1.0
2023-06-12,183.79,183.89,180.97,181.27,54754995,181.988488485574,182.087508284521,179.196130155255,179.493189552097,54754995,0.0,1.0
2023-06-13,183.31,184.15,182.44,182.8,54929129,181.513193450626,182.344959761785,180.651721199783,181.008192475994,54929129,0.0,1.0
2023-06-14,183.95,184.39,182.02,183.37,57462882,182.14692016389,182.582607279259,180.235838044203,181.572605329994,57462882,0.0,1.0
2023-06-15,186.01,186.52,183.78,183.96,65433166,184.186728022208,184.69172899684,181.978586505679,182.156822143784,65433166,0.0,1.0
2023-06-16,184.92,186.99,184.27,186.73,101256225,183.10741221368,185.157122051893,182.463783520522,184.89967057463,101256225,0.0,1.0
2023-06-20,185.01,186.1,184.41,184.41,49799092,183.196530032733,184.27584584126,182.602411239048,182.602411239048,49799092,0.0,1.0
2023-06-21,183.96,185.41,182.5901,184.9,49515697,182.156822143784,183.592609228523,180.800349918003,183.087608253891,49515697,0.0,1.0
2023-06-22,187.0,187.045,183.67,183.74,51245327,185.167024031788,185.211582941314,181.869664726837,181.9389785861,51245327,0.0,1.0
2023-06-23,186.68,187.56,185.01,185.55,53116996,184.850160675156,185.721534905894,183.196530032733,183.731236947049,53116996,0.0,1.0
2023-06-26,185.27,188.05,185.23,186.83,48088661,183.453981509996,186.206731920736,183.414373590417,184.998690373577,48088661,0.0,1.0
2023-06-27,188.06,188.39,185.67,185.89,50730846,186.216633900631,186.543399237158,183.850060705786,184.067904263471,50730846,0.0,1.0
2023-06-28,189.25,189.9,187.6,187.93,51216801,187.394969508106,188.038598201265,185.761142825473,186.087908161999,51216801,0.0,1.0
2023-06-29,189.59,190.07,188.94,189.08,46347308,187.731636824528,188.206931859475,187.088008131369,187.226635849895,46347308,0.0,1.0
2023-06-30,193.97,194.48,191.26,191.63,85213216,192.068704018427,192.573704993059,189.38526746695,189.751640723056,85213216,0.0,1.0
2023-07-03,192.46,193.88,191.76,193.78,31458198,190.57350505432,191.979586199374,189.880366461688,191.880566400427,31458198,0.0,1.0
2023-07-05,191.33,192.98,190.62,191.565,46920261,189.454581326214,191.088408008847,188.751540753687,189.68727785374,46920261,0.0,1.0
2023-07-06,191.81,192.02,189.2,189.84,45156009,189.929876361162,190.137817938951,187.345459608632,187.979186321896,45156009,0.0,1.0
2023-07-07,190.68,192.67,190.24,191.41,46814998,188.810952633055,190.78144663211,188.375265517686,189.533797165372,46814998,0.0,1.0
2023-07-10,188.61,189.99,187.035,189.26,59922163,186.761242794842,188.127716020317,185.201680961419,187.404871488001,59922163,0.0,1.0
2023-07-11,188.08,189.3,186.6,189.16,46638119,186.236437860421,187.44447940758,184.770944835998,187.305851689053,46638119,0.0,1.0
2023-07-12,189.77,191.7,188.47,189.68,60750248,187.909872462633,189.820954582319,186.622615076316,187.82075464358,60750248,0.0,1.0
2023-07-13,190.54,191.19,189.78,190.5,41342338,188.672324914529,189.315953607687,187.919774442528,188.63271699495,41342338,0.0,1.0
2023-07-14,190.69,191.1799,189.63,190.23,41616242,188.82085461295,189.305952607994,187.771244744107,188.365363537791,41616242,0.0,1.0
2023-07-17,193.99,194.32,191.81,191.9,50520159,192.088507978217,192.415273314743,189.929876361162,190.018994180214,50520159,0.0,1.0
2023-07-18,193.73,194.33,192.415,193.35,48353774,191.831056500953,192.425175294638,190.528946144794,191.454781264953,48353774,0.0,1.0
2023-07-19,195.1,198.23,192.65,193.1,80507323,193.187627746534,196.28694745359,190.76164267232,191.207231767584,80507323,0.0,1.0
2023-07-20,193.13,196.47,192.495,195.09,59581196,191.236937707268,194.544198992114,190.608161983952,193.177725766639,59581196,0.0,1.0
2023-07-21,191.94,194.97,191.23,194.1,71951683,190.058602099793,193.058902007902,189.355561527266,192.197429757059,71951683,0.0,1.0
2023-07-24,192.75,194.91,192.25,193.41,45505097,190.860662471268,192.999490128533,190.36556347653,191.514193144321,45505097,0.0,1.0
2023-07-25,193.62,194.44,192.915,193.33,37283201,191.722134722111,192.53409707348,191.024045139531,191.434977305163,37283201,0.0,1.0
2023-07-26,194.5,195.64,193.32,193.67,47471868,192.593508952849,193.72233466085,191.425075325269,191.771644621585,47471868,0.0,1.0
2023-07-27,193.22,197.2,192.55,196.02,47460180,191.326055526321,195.267043524431,190.662622873373,194.098609896851,47460180,0.0,1.0
2023-07-28,195.83,196.626,194.14,194.67,48291443,193.91047227885,194.698669878472,192.237037676638,192.76184261106,48291443,0.0,1.0
2023-07-31,196.45,196.49,195.26,196.06,38824113,194.524395032325,194.564002951904,193.34605942485,194.138217816429,38824113,0.0,1.0
2023-08-01,195.605,196.73,195.28,196.235,35281426,193.687677731218,194.801650469378,193.365863384639,194.311502464588,35281426,0.0,1.0
2023-08-02,192.58,195.18,191.8507,195.04,50389327,190.692328813057,193.266843585692,189.970177419333,193.128215867165,50389327,0.0,1.0
2023-08-03,191.17,192.37,190.69,191.57,62243282,189.296149647898,190.484387235267,188.82085461295,189.692228843688,62243282,0.0,1.0
2023-08-04,181.99,187.38,181.92,185.52,115956841,180.206132104519,185.543299267788,180.136818245256,183.701531007365,115956841,0.0,1.0
2023-08-07,178.85,183.13,177.35,182.13,97576069,177.096910417568,181.33495781252,175.611613433356,180.344759823046,97576069,0.0,1.0
2023-08-08,179.8,180.27,177.58,179.69,67823003,178.037598507569,178.502991562622,175.839358970935,177.928676728727,67823003,0.0,1.0
2023-08-09,178.19,180.93,177.01,180.87,60378492,176.443379744515,179.156522235676,175.274946116935,179.097110356307,60378492,0.0,1.0
2023-08-10,177.97,180.75,177.6,179.48,54686851,176.22553618683,178.97828659757,175.859162930725,177.720735150937,54686851,0.0,1.0
2023-08-11,177.79,178.62,176.55,177.32,52036672,176.284948066199,177.107921838036,175.055445081767,175.818926773713,52036672,0.24,1.0
2023-08-14,179.46,179.69,177.305,177.97,43675627,177.940810956522,178.168863929441,175.80405375374,176.463424305874,43675627,0.0,1.0
2023-08-15,177.45,179.48,177.05,178.88,43622593,175.947826280145,177.960641649819,175.551212414199,177.365720850901,43622593,0.0,1.0
2023-08-16,176.57,178.54,176.5,177.13,46964857,175.075275775065,177.028599064847,175.005868348524,175.630535187388,46964857,0.0,1.0
2023-08-17,174.0,177.5054,173.48,177.14,66062882,172.527031686364,176.002757300579,172.011433660634,175.640450534037,66062882,0.0,1.0
2023-08-18,174.49,175.1,171.96,172.3,61172150,173.012883672147,173.617719817714,170.504300970041,170.841422756095,61172150,0.0,1.0
2023-08-21,175.84,176.13,173.735,175.07,46311879,174.351455469714,174.639000522524,172.264275000175,173.587973777768,46311879,0.0,1.0
2023-08-22,177.23,177.68,176.25,177.06,42084245,175.729688653875,176.175879253064,174.757984682308,175.561127760848,42084245,0.0,1.0
2023-08-23,181.12,181.55,178.325,178.52,52722752,179.586758500197,180.013118406088,176.815419111901,177.00876837155,52722752,0.0,1.0
2023-08-24,176.38,181.104,176.01,180.674,54945798,174.88688418874,179.570893945559,174.520016362741,179.144534039667,54945798,0.0,1.0
2023-08-25,178.61,179.15,175.82,177.38,51449594,177.098006491387,177.633435210414,174.331624776416,175.878418853605,51449594,0.0,1.0
2023-08-28,180.19,180.59,178.545,180.09,43820697,178.664631261873,179.061245127818,177.033556738171,178.565477795386,43820697,0.0,1.0
2023-08-29,184.12,184.9,179.5,179.695,53003948,182.561362494789,183.334759533383,177.980472343117,178.173821602765,53003948,0.0,1.0
2023-08-30,187.65,187.85,184.74,184.94,60813888,186.061479861759,186.259786794732,183.176113987005,183.374420919978,60813888,0.0,1.0
2023-08-31,187.87,189.12,187.48,187.84,60794467,186.27961748803,187.51903581911,185.892918968733,186.249871448084,60794467,0.0,1.0
2023-09-01,189.46,189.92,188.28,189.485,45766503,187.856157605164,188.312263551001,186.686146700624,187.880945971785,45766503,0.0,1.0
2023-09-05,189.7,189.98,187.61,188.28,45280027,188.094125924731,188.371755630893,186.021818475165,186.686146700624,45280027,0.0,1.0
2023-09-06,182.91,188.85,181.47,188.4,81755816,181.361605550303,187.251321459596,179.933795632899,186.805130860408,81755816,0.0,1.0
2023-09-07,177.56,178.21,173.54,175.18,112488803,176.05689509328,176.701392625442,172.070925740526,173.697042590903,112488803,0.0,1.0
2023-09-08,178.18,180.239,177.79,178.35,65602066,176.671646585496,178.713216460451,176.284948066199,176.840207478523,65602066,0.0,1.0
2023-09-11,179.36,180.3,177.34,180.07,58953052,177.841657490036,178.773700075008,175.83875746701,178.545647102089,58953052,0.0,1.0
2023-09-12,176.3,180.13,174.82,179.49,90370192,174.807561415551,178.605139181981,173.340090111552,177.970556996468,90370192,0.0,1.0
2023-09-13,174.21,177.3,173.98,176.51,84267928,172.735253965985,175.799096080415,172.507200993066,175.015783695173,84267928,0.0,1.0
2023-09-14,175.74,176.1,173.58,174.0,60895757,174.252302003227,174.609254482578,172.110587127121,172.527031686364,60895757,0.0,1.0
2023-09-15,175.01,176.495,173.82,176.48,109259461,173.528481697876,175.0009106752,172.348555446688,174.986037655227,109259461,0.0,1.0
2023-09-18,177.97,179.38,176.17,176.48,67257573,176.463424305874,177.861488183333,174.678661909119,174.986037655227,67257573,0.0,1.0
2023-09-19,179.07,179.63,177.13,177.52,51826941,177.554112437225,178.109371849549,175.630535187388,176.017233706686,51826941,0.0,1.0
2023-09-20,175.49,179.695,175.4,179.26,58436181,174.004418337011,178.173821602765,173.915180217174,177.742504023549,58436181,0.0,1.0
2023-09-21,173.93,176.3,173.86,174.55,63149116,172.457624259823,174.807561415551,172.388216833283,173.072375752039,63149116,0.0,1.0
2023-09-22,174.79,177.079,174.05,174.67,56725385,173.310344071606,175.57996691948,172.576608419607,173.191359911823,56725385,0.0,1.0
2023-09-25,176.08,176.97,174.15,174.2,46172740,174.589423789281,175.47188964101,172.675761886093,172.725338619336,46172740,0.0,1.0
2023-09-26,171.96,175.2,171.66,174.82,64588945,170.504300970041,173.716873284201,170.206840570582,173.340090111552,64588945,0.0,1.0
2023-09-27,170.43,173.04,169.05,172.62,66921808,168.987252932799,171.575158408094,167.618935095286,171.158713848851,66921808,0.0,1.0
2023-09-28,170.69,172.03,167.62,169.34,56294419,169.245051945663,170.573708396581,166.20104052453,167.906480148097,56294419,0.0,1.0
2023-09-29,171.21,173.07,170.341,172.02,51861083,169.760649971393,171.60490444804,168.899006347626,170.563793049933,51861083,0.0,1.0
2023-10-02,173.75,174.3,170.93,171.22,52164535,172.279148020148,172.824492085823,169.483020265231,169.770565318041,52164535,0.0,1.0
2023-10-03,172.4,173.63,170.82,172.255,49594613,170.940576222581,172.160163860364,169.373951452096,170.796803696176,49594613,0.0,1.0
2023-10-04,173.66,174.21,170.97,171.09,53020286,172.18990990031,172.735253965985,169.522681651825,169.641665811609,53020286,0.0,1.0
2023-10-05,174.91,175.45,172.68,173.79,48527918,173.42932823139,173.964756950417,171.218205928743,172.318809406742,48527918,0.0,1.0
2023-10-06,177.49,177.99,173.18,173.8,57266675,175.98748766674,176.483254999172,171.713973261175,172.328724753391,57266675,0.0,1.0
2023-10-09,178.99,179.05,175.8,176.81,42390772,177.474789664036,177.534281743928,174.311794083119,175.313244094632,42390772,0.0,1.0
2023-10-10,178.39,179.72,177.95,178.1,43698019,176.879868865117,178.198609969387,176.443593612577,176.592323812307,43698019,0.0,1.0
2023-10-11,179.8,179.85,177.6,178.2,47551098,178.277932742576,178.327509475819,176.096556479875,176.691477278793,47551098,0.0,1.0
2023-10-12,180.71,182.34,179.04,180.07,56743119,179.180229287602,180.796430791331,177.524366397279,178.545647102089,56743119,0.0,1.0
2023-10-13,178.85,181.93,178.14,181.42,51456082,177.335974810955,180.389901578736,176.631985198901,179.884218899656,51456082,0.0,1.0
2023-10-16,178.72,179.075,176.51,176.75,52516984,177.207075304523,177.559070110549,175.015783695173,175.25375201474,52516984,0.0,1.0
2023-10-17,177.15,178.42,174.8,176.645,57549350,175.650365880686,176.909614905063,173.320259418255,175.149640874929,57549350,0.0,1.0
2023-10-18,175.84,177.575,175.11,175.58,54764375,174.351455469714,176.071768113253,173.627635164363,174.093656456849,54764375,0.0,1.0
2023-10-19,175.46,177.84,175.19,176.04,59302863,173.974672297065,176.334524799442,173.706957937552,174.549762402687,59302863,0.0,1.0
2023-10-20,172.88,175.42,172.64,175.31,64244028,171.416512861716,173.935010910471,171.178544542148,173.825942097336,64244028,0.0,1.0
2023-10-23,173.0,174.01,169.93,170.91,55980109,171.5354970215,172.536947033012,168.491485600367,169.463189571933,55980109,0.0,1.0
2023-10-24,173.44,173.67,171.45,173.05,43816644,171.97177227404,172.199825246958,169.99861829096,171.585073754743,43816644,0.0,1.0
2023-10-25,171.1,173.06,170.65,171.88,57156962,169.651581158258,171.594989101391,169.205390559069,170.424978196852,57156962,0.0,1.0
2023-10-26,166.89,171.3775,165.67,170.37,70625258,165.477220219179,169.926732027757,164.267547928045,168.927760852907,70625258,0.0,1.0
2023-10-27,168.22,168.96,166.83,166.91,58499129,166.795961323449,167.529696975448,165.417728139288,165.497050912477,58499129,0.0,1.0
